,Internal,Internal,Van der Waals,Van der Waals,Electrostatic,Electrostatic,Polar Solvation,Polar Solvation,Non-Polar Solvation,Non-Polar Solvation
,mean,std,mean,std,mean,std,mean,std,mean,std
mode,,,,,,,,,,
gb,-3.7827398187186466e-14,8.944271911773742e-05,-66.62579999999996,3.045956765287356,-11.376433333333424,2.3265065387102206,33.41853333333329,3.2510846741767114,-7.493690159999993,0.2975781625139681
pb,-3.7827398187186466e-14,8.944271911773742e-05,-66.62579999999996,3.045956765287356,-11.376433333333424,2.3265065387102206,44.85308333333356,3.6412147700554,32.71533333333345,1.3796583543280545
