,Internal,Internal,Van der Waals,Van der Waals,Electrostatic,Electrostatic,Polar Solvation,Polar Solvation,Non-Polar Solvation,Non-Polar Solvation
,mean,std,mean,std,mean,std,mean,std,mean,std
mode,,,,,,,,,,
gb,1.666666664745876e-05,9.831920802776592e-05,-65.30604999999991,2.8332927619642945,-9.372316666665276,2.055159967901466,37.489883333333346,1.712837243192114,-6.9972337200000005,0.11186690723383381
pb,1.666666664745876e-05,9.831920802776592e-05,-65.30604999999991,2.8332927619642945,-9.372316666665276,2.055159967901466,48.56261666666669,3.325117565690904,31.77449999999992,1.340693636890944
