mode,Internal,Van der Waals,Electrostatic,Polar Solvation,Non-Polar Solvation,Gas,Solvation,TOTAL
gb,-3.782739818718647e-14,-66.62579999999996,-11.376433333333424,33.41853333333329,-7.493690159999993,-78.00223333333342,25.9248431733333,-52.07739016000012
pb,-3.782739818718647e-14,-66.62579999999996,-11.376433333333424,44.85308333333356,32.71533333333345,-78.00223333333342,77.568416666667,-0.4338166666664165
