,Internal,Internal,Van der Waals,Van der Waals,Electrostatic,Electrostatic,Polar Solvation,Polar Solvation,Non-Polar Solvation,Non-Polar Solvation
,mean,std,mean,std,mean,std,mean,std,mean,std
mode,,,,,,,,,,
gb,-5.0000000086254973e-05,5.477225566500832e-05,-63.76493333333326,4.653632624806861,-16.432449999999474,8.699527263650825,37.67953333333338,7.380189537855238,-7.46912004,0.3623009838649159
pb,-5.0000000086254973e-05,5.477225566500832e-05,-63.76493333333326,4.653632624806861,-16.432449999999474,8.699527263650825,54.95020000000011,7.8105249713447975,31.769166666666575,1.104897143930916
